primary_label,secondary_labels,filepath,target,secondary_targets,cv,fold
asbfly,[],data/train_audio/asbfly/XC453302.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC464609.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC484489.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC49755.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC499134.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC505369.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC508268.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC528852.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC530877.ogg,0,[],True,4
asbfly,"['barswa', 'commyn', 'copbar1', 'spodov']",data/train_audio/asbfly/XC554430.ogg,0,"[9, 41, 46, 155]",True,4
asbfly,[],data/train_audio/asbfly/XC575547.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC578908.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC578909.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC589132.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC596043.ogg,0,[],True,0
asbfly,['whtkin2'],data/train_audio/asbfly/XC600171.ogg,0,[176],True,0
asbfly,[],data/train_audio/asbfly/XC610733.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC610734.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC610735.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC629846.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC629847.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC643642.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC647397.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC665386.ogg,0,[],True,1
asbfly,['comtai1'],data/train_audio/asbfly/XC677470.ogg,0,[45],True,1
asbfly,[],data/train_audio/asbfly/XC684073.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC687953.ogg,0,[],True,2
asbfly,['ashdro1'],data/train_audio/asbfly/XC687954.ogg,0,[1],True,0
asbfly,['grewar3'],data/train_audio/asbfly/XC687955.ogg,0,[70],True,1
asbfly,[],data/train_audio/asbfly/XC712207.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC713467.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC713503.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC716486.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC716692.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC716727.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC716737.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC716738.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC716740.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC718355.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC724148.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC724266.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC741062.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC741066.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC741067.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC745831.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC749597.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC756431.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC756532.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC756617.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC760532.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC767510.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC770506.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC770507.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC775904.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC778686.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC778717.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC785503.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC805713.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC818340.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC821324.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC821773.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC825177.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC827640.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC830258.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC833987.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC834959.ogg,0,[],True,1
asbfly,[],data/train_audio/asbfly/XC837545.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC839572.ogg,0,[],True,0
asbfly,[],data/train_audio/asbfly/XC842684.ogg,0,[],True,4
asbfly,[],data/train_audio/asbfly/XC842686.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC846616.ogg,0,[],True,3
asbfly,[],data/train_audio/asbfly/XC856776.ogg,0,[],True,2
asbfly,[],data/train_audio/asbfly/XC858110.ogg,0,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC114598.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC114599.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC114600.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC114601.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC114602.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC114603.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC114604.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC114605.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC114606.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC116334.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC116335.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC120586.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC125150.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC139175.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC163463.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC181102.ogg,1,[],True,4
ashdro1,"['ashpri1', 'labcro1']",data/train_audio/ashdro1/XC210374.ogg,1,"[2, 100]",True,4
ashdro1,[],data/train_audio/ashdro1/XC210505.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC214278.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC239393.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC239744.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC242077.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC265674.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC265675.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC284493.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC288101.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC289070.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC290004.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC290005.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC290288.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC293436.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC308273.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC312261.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC312667.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC329163.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC329164.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC329165.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC329167.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC335024.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC335978.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC359357.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC362141.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC362142.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC365149.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC365150.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC365197.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC371163.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC37740.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC37741.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC37742.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC388240.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC396580.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC396854.ogg,1,[],True,3
ashdro1,"['asikoe2', 'grtdro1']",data/train_audio/ashdro1/XC399007.ogg,1,"[4, 73]",True,0
ashdro1,['asikoe2'],data/train_audio/ashdro1/XC404676.ogg,1,[4],True,1
ashdro1,['asikoe2'],data/train_audio/ashdro1/XC404677.ogg,1,[4],True,4
ashdro1,[],data/train_audio/ashdro1/XC410375.ogg,1,[],True,0
ashdro1,['spodov'],data/train_audio/ashdro1/XC429029.ogg,1,[155],True,4
ashdro1,['spodov'],data/train_audio/ashdro1/XC429030.ogg,1,[155],True,4
ashdro1,[],data/train_audio/ashdro1/XC429763.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC450402.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC450403.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC450404.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC463832.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC492732.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC496054.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC507992.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC528339.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC53987.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC574750.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC575536.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC575537.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC583086.ogg,1,[],True,2
ashdro1,['copbar1'],data/train_audio/ashdro1/XC595624.ogg,1,[46],True,1
ashdro1,[],data/train_audio/ashdro1/XC607200.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC628590.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC631771.ogg,1,[],True,0
ashdro1,['moipig1'],data/train_audio/ashdro1/XC639829.ogg,1,[117],True,4
ashdro1,[],data/train_audio/ashdro1/XC651728.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC681472.ogg,1,[],True,1
ashdro1,['labcro1'],data/train_audio/ashdro1/XC684281.ogg,1,[100],True,2
ashdro1,[],data/train_audio/ashdro1/XC684396.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC684408.ogg,1,[],True,1
ashdro1,['comtai1'],data/train_audio/ashdro1/XC685714.ogg,1,[45],True,0
ashdro1,[],data/train_audio/ashdro1/XC686159.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC690695.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC699926.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC705930.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC706101.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC706159.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC707794.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC722650.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC769354.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC769472.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC771306.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC773323.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC775938.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC778972.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC784861.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC788753.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC794311.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC815396.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC815452.ogg,1,[],True,3
ashdro1,[],data/train_audio/ashdro1/XC815588.ogg,1,[],True,1
ashdro1,[],data/train_audio/ashdro1/XC838155.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC841853.ogg,1,[],True,0
ashdro1,[],data/train_audio/ashdro1/XC855534.ogg,1,[],True,4
ashdro1,[],data/train_audio/ashdro1/XC858390.ogg,1,[],True,2
ashdro1,[],data/train_audio/ashdro1/XC858391.ogg,1,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC116338.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC116339.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC116340.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC116341.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC186708.ogg,2,[],True,2
ashpri1,['houcro1'],data/train_audio/ashpri1/XC186709.ogg,2,[81],True,0
ashpri1,[],data/train_audio/ashpri1/XC19566.ogg,2,[],True,4
ashpri1,"['eurcoo', 'grecou1', 'revbul']",data/train_audio/ashpri1/XC195760.ogg,2,"[57, 64, 139]",True,3
ashpri1,[],data/train_audio/ashpri1/XC197604.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC209228.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC214126.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC239261.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC267073.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC276715.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC277294.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC306464.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC309696.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC310857.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC322644.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC330493.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC331544.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC332264.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC346524.ogg,2,[],True,4
ashpri1,['revbul'],data/train_audio/ashpri1/XC384390.ogg,2,[139],True,3
ashpri1,[],data/train_audio/ashpri1/XC397017.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC399445.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC400392.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC400635.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC401062.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC401869.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC401870.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC401871.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC402041.ogg,2,[],True,0
ashpri1,"['houcro1', 'rorpar']",data/train_audio/ashpri1/XC407620.ogg,2,"[81, 143]",True,3
ashpri1,['bkwsti'],data/train_audio/ashpri1/XC424246.ogg,2,[14],True,1
ashpri1,['bkwsti'],data/train_audio/ashpri1/XC424247.ogg,2,[14],True,3
ashpri1,[],data/train_audio/ashpri1/XC425034.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC441384.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC442336.ogg,2,[],True,4
ashpri1,"['compea', 'spodov']",data/train_audio/ashpri1/XC453353.ogg,2,"[42, 155]",True,3
ashpri1,[],data/train_audio/ashpri1/XC464269.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC469462.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC487515.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC507722.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC524458.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC530822.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC530824.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC543425.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC551770.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC563400.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC568704.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC568902.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC569653.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC570426.ogg,2,[],True,4
ashpri1,['pursun4'],data/train_audio/ashpri1/XC576914.ogg,2,[134],True,1
ashpri1,[],data/train_audio/ashpri1/XC577348.ogg,2,[],True,2
ashpri1,['asikoe2'],data/train_audio/ashpri1/XC578479.ogg,2,[4],True,1
ashpri1,[],data/train_audio/ashpri1/XC592377.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC592487.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC592508.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC594109.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC598048.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC604447.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC613910.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC626152.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC657869.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC658723.ogg,2,[],True,2
ashpri1,"['comtai1', 'pursun4', 'rewlap1']",data/train_audio/ashpri1/XC665294.ogg,2,"[45, 134, 141]",True,4
ashpri1,"['plapri1', 'pursun4']",data/train_audio/ashpri1/XC665295.ogg,2,"[129, 134]",True,0
ashpri1,['plapri1'],data/train_audio/ashpri1/XC665296.ogg,2,[129],True,4
ashpri1,"['plapri1', 'pursun4']",data/train_audio/ashpri1/XC665297.ogg,2,"[129, 134]",True,2
ashpri1,[],data/train_audio/ashpri1/XC665299.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC685550.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC699909.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC73014.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC73015.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC73016.ogg,2,[],True,4
ashpri1,"['commyn', 'houcro1']",data/train_audio/ashpri1/XC73017.ogg,2,"[41, 81]",True,1
ashpri1,"['commyn', 'revbul']",data/train_audio/ashpri1/XC73018.ogg,2,"[41, 139]",True,2
ashpri1,"['houcro1', 'pursun4', 'revbul', 'shikra1']",data/train_audio/ashpri1/XC73019.ogg,2,"[81, 134, 139, 151]",True,2
ashpri1,[],data/train_audio/ashpri1/XC743611.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC744647.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC754290.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC754292.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC754294.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC754295.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC754296.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC756583.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC788070.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC788174.ogg,2,[],True,0
ashpri1,[],data/train_audio/ashpri1/XC788176.ogg,2,[],True,1
ashpri1,[],data/train_audio/ashpri1/XC788177.ogg,2,[],True,2
ashpri1,[],data/train_audio/ashpri1/XC788227.ogg,2,[],True,4
ashpri1,[],data/train_audio/ashpri1/XC788228.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC788229.ogg,2,[],True,3
ashpri1,[],data/train_audio/ashpri1/XC845976.ogg,2,[],True,4
ashwoo2,[],data/train_audio/ashwoo2/XC125152.ogg,3,[],True,1
ashwoo2,[],data/train_audio/ashwoo2/XC169810.ogg,3,[],True,2
ashwoo2,[],data/train_audio/ashwoo2/XC178326.ogg,3,[],True,0
ashwoo2,[],data/train_audio/ashwoo2/XC186765.ogg,3,[],True,4
ashwoo2,[],data/train_audio/ashwoo2/XC21842.ogg,3,[],True,0
ashwoo2,[],data/train_audio/ashwoo2/XC318460.ogg,3,[],True,4
ashwoo2,[],data/train_audio/ashwoo2/XC319072.ogg,3,[],True,2
ashwoo2,[],data/train_audio/ashwoo2/XC341867.ogg,3,[],True,3
ashwoo2,[],data/train_audio/ashwoo2/XC381367.ogg,3,[],True,3
ashwoo2,[],data/train_audio/ashwoo2/XC396949.ogg,3,[],True,1
ashwoo2,[],data/train_audio/ashwoo2/XC399855.ogg,3,[],True,4
ashwoo2,['asikoe2'],data/train_audio/ashwoo2/XC402514.ogg,3,[4],True,0
ashwoo2,[],data/train_audio/ashwoo2/XC402826.ogg,3,[],True,2
ashwoo2,['houcro1'],data/train_audio/ashwoo2/XC424487.ogg,3,[81],True,1
ashwoo2,[],data/train_audio/ashwoo2/XC442123.ogg,3,[],True,0
ashwoo2,[],data/train_audio/ashwoo2/XC446304.ogg,3,[],True,4
ashwoo2,[],data/train_audio/ashwoo2/XC447333.ogg,3,[],True,1
ashwoo2,['houcro1'],data/train_audio/ashwoo2/XC503383.ogg,3,[81],True,2
ashwoo2,[],data/train_audio/ashwoo2/XC503384.ogg,3,[],True,0
ashwoo2,[],data/train_audio/ashwoo2/XC510578.ogg,3,[],True,1
ashwoo2,[],data/train_audio/ashwoo2/XC531531.ogg,3,[],True,3
ashwoo2,[],data/train_audio/ashwoo2/XC531532.ogg,3,[],True,2
ashwoo2,[],data/train_audio/ashwoo2/XC546354.ogg,3,[],True,4
ashwoo2,[],data/train_audio/ashwoo2/XC564998.ogg,3,[],True,1
ashwoo2,[],data/train_audio/ashwoo2/XC584166.ogg,3,[],True,3
ashwoo2,[],data/train_audio/ashwoo2/XC584167.ogg,3,[],True,0
ashwoo2,[],data/train_audio/ashwoo2/XC624611.ogg,3,[],True,3
ashwoo2,[],data/train_audio/ashwoo2/XC624612.ogg,3,[],True,2
ashwoo2,[],data/train_audio/ashwoo2/XC639720.ogg,3,[],True,4
ashwoo2,[],data/train_audio/ashwoo2/XC639737.ogg,3,[],True,2
ashwoo2,[],data/train_audio/ashwoo2/XC657952.ogg,3,[],True,1
ashwoo2,[],data/train_audio/ashwoo2/XC681275.ogg,3,[],True,3
ashwoo2,[],data/train_audio/ashwoo2/XC685139.ogg,3,[],True,3
ashwoo2,[],data/train_audio/ashwoo2/XC725374.ogg,3,[],True,3
ashwoo2,[],data/train_audio/ashwoo2/XC741945.ogg,3,[],True,0
ashwoo2,[],data/train_audio/ashwoo2/XC783845.ogg,3,[],True,0
ashwoo2,[],data/train_audio/ashwoo2/XC802713.ogg,3,[],True,2
ashwoo2,[],data/train_audio/ashwoo2/XC802715.ogg,3,[],True,3
ashwoo2,[],data/train_audio/ashwoo2/XC803328.ogg,3,[],True,4
ashwoo2,[],data/train_audio/ashwoo2/XC803329.ogg,3,[],True,1
ashwoo2,[],data/train_audio/ashwoo2/XC803330.ogg,3,[],True,2
ashwoo2,[],data/train_audio/ashwoo2/XC804139.ogg,3,[],True,0
ashwoo2,[],data/train_audio/ashwoo2/XC823422.ogg,3,[],True,4
ashwoo2,[],data/train_audio/ashwoo2/XC823502.ogg,3,[],True,1
ashwoo2,[],data/train_audio/ashwoo2/XC829157.ogg,3,[],True,4
asikoe2,[],data/train_audio/asikoe2/XC115086.ogg,4,[],True,3
asikoe2,[],data/train_audio/asikoe2/XC138196.ogg,4,[],True,0
asikoe2,[],data/train_audio/asikoe2/XC163887.ogg,4,[],True,3
